reeds_ba,FIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
p23,560055601156045,46469.0,46746.0,48274.0,48514.0,48742.0,49553.0,51148.0,53680.0,54956.0,57629.0,60565.0,60806.0,62073.0,62327.0,62507.0,63903.0,63462.0,60661.0,60557.0,60852.0,64352.12752893647,64488.96848787438,64625.80944681229,64762.65040575021,64899.49136468812,65036.332323626026,65173.17328256394,65310.01424150185,65446.855200439764,65583.69615937768,65720.5371183156,65772.77695167172,65825.01678502785,65877.25661838398,65929.49645174011,65981.73628509625,66033.97611845238,66086.21595180851,66138.45578516464,66190.69561852077,66242.9354518769,66145.0664101936,66047.19736851029,65949.32832682699,65851.45928514368,65753.59024346036,65655.72120177707,65557.85216009375,65459.98311841045,65362.114076727135,65264.24503504383,65061.3653179276,64858.48560081137,64655.60588369514,64452.726166578905,64249.846449462675,64046.966732346445,63844.087015230216,63641.20729811398,63438.32758099775,63235.44786388152,62983.863377017464,62732.27889015342,62480.694403289366,62229.10991642531,61977.52542956126,61725.94094269721,61474.356455833156,61222.77196896911,60971.18748210506,60719.602995241,60390.17613016997,60060.74926509894,59731.32240002791,59401.89553495687,59072.46866988584,58743.04180481481,58413.614939743784,58084.18807467275,57754.76120960171,57425.33434453068,57043.44921896685,56661.56409340303,56279.67896783921,55897.79384227538,55515.90871671156,55134.023591147736,54752.13846558391,54370.253340020085,53988.368214456255,53606.48308889243,53186.25709414695,52766.03109940147,52345.805104656,51925.57910991052,51505.35311516503,51085.12712041956,50664.90112567408,50244.6751309286,49824.44913618312,49404.223141437644
p24,5600156007560095601556021560255602756031,231568.0,232089.0,233329.0,234991.0,236996.0,237546.0,239381.0,241950.0,245532.0,249520.0,258418.0,260116.0,265189.0,269369.0,269897.0,271846.0,271018.0,269794.0,269633.0,270820.0,274726.11970575387,275314.9947177094,275903.869729665,276492.74474162055,277081.61975357606,277670.4947655317,278259.3697774872,278848.24478944275,279437.1198013983,280025.9948133539,280614.86982530943,280749.3505971831,280883.83136905683,281018.3121409306,281152.79291280435,281287.2736846781,281421.7544565518,281556.23522842553,281690.71600029926,281825.196772173,281959.6775440467,281613.6150470673,281267.5525500879,280921.4900531085,280575.4275561291,280229.3650591497,279883.30256217025,279537.2400651909,279191.17756821145,278845.1150712321,278499.05257425265,277959.8564896217,277420.6604049908,276881.4643203598,276342.26823572884,275803.07215109793,275263.87606646697,274724.679981836,274185.48389720503,273646.28781257407,273107.09172794316,272467.6009802501,271828.1102325571,271188.61948486406,270549.12873717106,269909.637989478,269270.14724178496,268630.65649409196,267991.16574639897,267351.6749987059,266712.18425101286,265757.10757495294,264802.03089889296,263846.954222833,262891.877546773,261936.80087071302,260981.72419465304,260026.64751859306,259071.57084253308,258116.49416647313,257161.41749041315,255791.51886437554,254421.62023833793,253051.7216123003,251681.8229862627,250311.92436022506,248942.02573418745,247572.12710814984,246202.22848211223,244832.32985607462,243462.431230037,242119.30676508162,240776.1823001263,239433.05783517094,238089.9333702156,236746.80890526023,235403.68444030487,234060.55997534952,232717.43551039416,231374.3110454388,230031.18658048345
p25,49001490034900549007490114901549017490194902149023490254902749031490354903749039490414904549049490534905549057,2149239.0,2193863.0,2234790.0,2278590.0,2335613.0,2393439.0,2474723.0,2551449.0,2611602.0,2664510.0,2651220.0,2687339.0,2723455.0,2763657.0,2799332.0,2840713.0,2900395.0,2959361.0,3015041.0,3058493.0,3122664.8808065034,3155920.511326424,3189176.141846345,3222431.772366265,3255687.4028861853,3288943.033406106,3322198.663926027,3355454.294445947,3388709.9249658673,3421965.5554857883,3455221.1860057088,3479917.6851829463,3504614.184360184,3529310.6835374217,3554007.1827146593,3578703.6818918968,3603400.1810691343,3628096.680246372,3652793.1794236097,3677489.6786008473,3702186.1777780848,3717447.299753469,3732708.4217288536,3747969.543704238,3763230.665679622,3778491.787655006,3793752.9096303903,3809014.031605775,3824275.153581159,3839536.2755565434,3854797.397531928,3863232.483988828,3871667.570445727,3880102.6569026266,3888537.7433595266,3896972.829816426,3905407.9162733257,3913843.002730225,3922278.0891871247,3930713.1756440247,3939148.2621009243,3941533.4923658976,3943918.722630871,3946303.9528958444,3948689.1831608177,3951074.413425791,3953459.643690765,3955844.8739557383,3958230.1042207116,3960615.334485685,3963000.5647506583,3959065.7403579513,3955130.9159652446,3951196.091572538,3947261.2671798314,3943326.4427871243,3939391.6183944177,3935456.794001711,3931521.9696090044,3927587.1452162974,3923652.3208235907,3914814.7716431757,3905977.222462761,3897139.6732823458,3888302.124101931,3879464.574921516,3870627.0257411012,3861789.4765606862,3852951.9273802713,3844114.3781998567,3835276.8290194417,3822815.651595608,3810354.4741717735,3797893.2967479397,3785432.119324106,3772970.941900272,3760509.7644764376,3748048.5870526037,3735587.40962877,3723126.2322049355,3710665.054781101
p26,49009490134902949033490434904749051,95075.0,97387.0,99683.0,101348.0,103302.0,106198.0,109001.0,112347.0,115741.0,120062.0,124114.0,126877.0,130012.0,134270.0,138067.0,141784.0,142218.0,143757.0,146064.0,147465.0,167250.369193496,172997.31367357555,178744.2581536551,184491.20263373462,190238.14711381414,195985.09159389368,201732.0360739732,207478.98055405274,213225.92503413226,218972.8695142118,224719.81399429135,228643.83981705375,232567.86563981618,236491.89146257858,240415.917285341,244339.94310810344,248263.96893086587,252187.99475362827,256112.02057639067,260036.0463991531,263960.0722219155,266149.85024653113,268339.6282711468,270529.4062957624,272719.184320378,274908.96234499366,277098.74036960927,279288.5183942249,281478.29641884053,283668.07444345613,285857.8524680718,286994.3910111722,288130.92955427256,289267.46809737297,290404.0066404734,291540.54518357373,292677.08372667414,293813.6222697745,294950.1608128749,296086.6993559753,297223.23789907567,297420.2076341023,297617.1773691289,297814.1471041555,298011.1168391821,298208.08657420875,298405.05630923534,298602.02604426193,298798.9957792885,298995.9655143151,299192.93524934177,298234.60964204854,297276.2840347553,296317.95842746214,295359.6328201689,294401.3072128757,293442.9816055825,292484.6559982893,291526.33039099607,290568.0047837029,289609.67917640967,287771.55335682444,285933.4275372392,284095.301717654,282257.1758980688,280419.0500784836,278580.92425889836,276742.7984393132,274904.67261972796,273066.54680014274,271228.4209805575,268819.7984043916,266411.1758282257,264002.5532520598,261593.9306758939,259185.30809972796,256776.68552356208,254368.0629473962,251959.44037123027,249550.81779506436,247142.19521889844
p27,04015,156194.0,159840.0,165177.0,171019.0,178313.0,185940.0,192724.0,195852.0,195601.0,194825.0,200315.0,202801.0,203356.0,203158.0,203474.0,204661.0,205521.0,207114.0,209550.0,212181.0,250798.40180648965,253990.3807904503,257182.35977441096,260374.3387583716,263566.31774233223,266758.2967262929,269950.2757102535,273142.2546942142,276334.23367817485,279526.2126621355,282718.1916460961,284573.75429628906,286429.316946482,288284.8795966749,290140.4422468678,291996.00489706075,293851.5675472537,295707.1301974466,297562.6928476395,299418.25549783243,301273.81814802537,301260.4523312648,301247.0865145042,301233.7206977437,301220.3548809831,301206.98906422255,301193.623247462,301180.2574307014,301166.8916139409,301153.5257971803,301140.15998041973,299904.14343516075,298668.12688990176,297432.1103446428,296196.0937993838,294960.0772541248,293724.0607088658,292488.0441636068,291252.02761834784,290016.01107308886,288779.99452782987,286926.5337093718,285073.07289091375,283219.61207245564,281366.1512539976,279512.6904355395,277659.22961708147,275805.7687986234,273952.3079801653,272098.84716170724,270245.3863432492,267959.2013013726,265673.01625949604,263386.83121761953,261100.64617574296,258814.4611338664,256528.27609198983,254242.0910501133,251955.90600823672,249669.72096636018,247383.5359244836,244788.66221173195,242193.78849898028,239598.91478622862,237004.04107347695,234409.1673607253,231814.29364797365,229219.419935222,226624.54622247032,224029.67250971866,221434.798796967,218982.79854393445,216530.7982909019,214078.7980378694,211626.79778483685,209174.7975318043,206722.79727877176,204270.79702573922,201818.7967727067,199366.79651967416,196914.7962666416
p28,0400304005040070400904011040120401304017040210402504027,4053924.0,4172112.0,4294313.0,4409388.0,4548787.0,4730566.0,4912794.0,5057826.0,5181291.0,5266391.0,5106554.0,5162419.0,5240424.0,5315072.0,5407168.0,5501574.0,5604436.0,5696079.0,5804694.0,5900872.0,5651605.662061929,5689209.230261193,5726812.798460456,5764416.366659719,5802019.934858982,5839623.503058245,5877227.071257509,5914830.639456772,5952434.207656036,5990037.775855299,6027641.344054562,6045127.255272349,6062613.166490137,6080099.077707923,6097584.98892571,6115070.900143498,6132556.811361285,6150042.722579073,6167528.63379686,6185014.545014647,6202500.456232434,6204186.068298823,6205871.680365212,6207557.292431601,6209242.90449799,6210928.516564379,6212614.128630769,6214299.740697158,6215985.352763547,6217670.964829937,6219356.576896326,6212071.306291607,6204786.03568689,6197500.765082171,6190215.494477454,6182930.223872735,6175644.953268018,6168359.6826633,6161074.4120585825,6153789.141453864,6146503.8708491465,6132446.932094129,6118389.993339113,6104333.054584096,6090276.115829079,6076219.177074063,6062162.238319045,6048105.299564028,6034048.360809011,6019991.422053996,6005934.483298979,5983679.637866145,5961424.79243331,5939169.9470004765,5916915.101567643,5894660.25613481,5872405.410701975,5850150.565269141,5827895.719836308,5805640.874403474,5783386.02897064,5751121.209657909,5718856.390345178,5686591.571032447,5654326.751719715,5622061.932406983,5589797.113094253,5557532.293781522,5525267.47446879,5493002.655156059,5460737.835843328,5422096.523245322,5383455.210647315,5344813.898049308,5306172.585451302,5267531.272853295,5228889.9602552885,5190248.647657282,5151607.335059276,5112966.022461269,5074324.709863262
p29,04001,69516.0,67857.0,67267.0,67938.0,67943.0,68250.0,69066.0,69278.0,69520.0,70591.0,71832.0,72186.0,72238.0,72341.0,71820.0,71022.0,71403.0,71545.0,71818.0,71887.0,120138.4723137887,124747.29064992488,129356.10898606104,133964.9273221972,138573.74565833338,143182.56399446956,147791.3823306057,152400.20066674188,157009.01900287805,161617.83733901422,166226.6556751504,168825.24570444578,171423.8357337412,174022.4257630366,176621.015792332,179219.6058216274,181818.19585092278,184416.7858802182,187015.3759095136,189613.965938809,192212.5559681044,192203.93197280233,192195.30797750026,192186.68398219816,192178.05998689609,192169.43599159401,192160.81199629194,192152.18800098987,192143.56400568777,192134.9400103857,192126.31601508363,190822.92541347005,189519.53481185646,188216.14421024287,186912.75360862928,185609.3630070157,184305.9724054021,183002.58180378852,181699.19120217493,180395.80060056134,179092.40999894775,176140.07902061046,173187.7480422732,170235.4170639359,167283.08608559862,164330.75510726133,161378.42412892403,158426.09315058676,155473.76217224947,152521.4311939122,149569.1002155749,144559.50492249313,139549.90962941136,134540.3143363296,129530.71904324784,124521.12375016607,119511.5284570843,114501.93316400255,109492.33787092078,104482.742577839,99473.14728475724,97451.98694304045,95430.82660132366,93409.66625960686,91388.50591789007,89367.34557617328,87346.18523445647,85325.02489273968,83303.86455102288,81282.70420930609,79261.5438675893,77976.52844755206,76691.51302751481,75406.49760747756,74121.48218744033,72836.4667674031,71551.45134736584,70266.4359273286,68981.42050729136,67696.40508725413,66411.38966721688
p3,530015301953021530435304753051530635306553075,634525.0,638758.0,645401.0,652360.0,660952.0,670839.0,682409.0,695694.0,707839.0,720060.0,730516.0,736278.0,742517.0,745874.0,752241.0,760691.0,772303.0,785167.0,797911.0,808363.0,838717.8490162222,847709.6085111813,856701.3680061403,865693.1275010995,874684.8869960586,883676.6464910175,892668.4059859768,901660.165480936,910651.924975895,919643.6844708541,928635.4439658131,934793.723337604,940952.0027093947,947110.2820811856,953268.5614529762,959426.8408247671,965585.1201965578,971743.3995683487,977901.6789401394,984059.9583119302,990218.237683721,990845.3536006835,991472.4695176461,992099.5854346087,992726.7013515712,993353.8172685339,993980.9331854964,994608.0491024589,995235.1650194217,995862.2809363841,996489.3968533468,993110.9369011013,989732.4769488557,986354.0169966103,982975.5570443647,979597.0970921193,976218.6371398738,972840.1771876283,969461.7172353829,966083.2572831374,962704.797330892,955712.1944087415,948719.5914865911,941726.9885644409,934734.3856422905,927741.7827201402,920749.1797979898,913756.5768758394,906763.9739536891,899771.3710315387,892778.7681093883,885273.8365205914,877768.9049317946,870263.9733429977,862759.0417542008,855254.1101654039,847749.1785766073,840244.2469878102,832739.3153990133,825234.3838102166,817729.4522214197,811922.7738280355,806116.0954346514,800309.4170412674,794502.7386478832,788696.0602544991,782889.381861115,777082.7034677309,771276.0250743468,765469.3466809627,759662.6682875785,753500.2486878311,747337.8290880836,741175.4094883361,735012.9898885885,728850.570288841,722688.1506890935,716525.731089346,710363.3114895985,704200.891889851,698038.4722901034
p30,0401904023,887063.0,904608.0,925351.0,942861.0,964382.0,990078.0,1017516.0,1039285.0,1052965.0,1063971.0,1029073.0,1036091.0,1040611.0,1044428.0,1051378.0,1056339.0,1064092.0,1074138.0,1085584.0,1093777.0,1178304.9638177932,1183987.8482984332,1189670.7327790728,1195353.617259713,1201036.501740353,1206719.386220993,1212402.2707016326,1218085.1551822727,1223768.0396629127,1229450.9241435525,1235133.8086241926,1237203.194726917,1239272.580829641,1241341.9669323654,1243411.3530350898,1245480.7391378141,1247550.1252405387,1249619.511343263,1251688.8974459874,1253758.2835487118,1255827.6696514362,1255818.2973971094,1255808.925142783,1255799.5528884565,1255790.1806341298,1255780.8083798033,1255771.4361254768,1255762.0638711504,1255752.691616824,1255743.3193624972,1255733.9471081707,1255378.474859761,1255023.0026113514,1254667.5303629418,1254312.0581145321,1253956.5858661223,1253601.1136177126,1253245.641369303,1252890.1691208933,1252534.6968724837,1252179.224624074,1250239.2051758866,1248299.1857276992,1246359.1662795115,1244419.1468313239,1242479.1273831364,1240539.107934949,1238599.0884867616,1236659.069038574,1234719.0495903865,1232779.030142199,1229238.905909991,1225698.7816777832,1222158.657445575,1218618.5332133672,1215078.4089811593,1211538.2847489512,1207998.1605167433,1204458.0362845352,1200917.9120523273,1197377.7878201194,1189680.1411873188,1181982.494554518,1174284.8479217177,1166587.201288917,1158889.5546561165,1151191.908023316,1143494.2613905154,1135796.6147577148,1128098.9681249142,1120401.3214921136,1110732.59976319,1101063.8780342666,1091395.156305343,1081726.4345764194,1072057.712847496,1062388.9911185724,1052720.2693896487,1043051.5476607253,1033382.8259318017,1023714.1042028782
p31,350013500335006350073501135013350173501935021350233502735028350293503135033350353503935043350453504735049350513505335055350573505935061,1579975.0,1589620.0,1610364.0,1629682.0,1650625.0,1674966.0,1699981.0,1723958.0,1741342.0,1760970.0,1802310.0,1816188.0,1821022.0,1822942.0,1818324.0,1817228.0,1821335.0,1824923.0,1826795.0,1826977.0,1943176.9146694788,1950779.3736368013,1958381.8326041237,1965984.291571446,1973586.7505387685,1981189.2095060907,1988791.6684734132,1996394.1274407357,2003996.586408058,2011599.0453753802,2019201.5043427027,2021657.2328602944,2024112.9613778864,2026568.689895478,2029024.4184130698,2031480.1469306615,2033935.8754482535,2036391.6039658452,2038847.332483437,2041303.0610010289,2043758.7895186206,2042601.4332037952,2041444.0768889699,2040286.7205741445,2039129.3642593191,2037972.0079444938,2036814.6516296684,2035657.295314843,2034499.9390000177,2033342.5826851923,2032185.2263703668,2029160.2322029914,2026135.2380356158,2023110.2438682402,2020085.2497008645,2017060.255533489,2014035.2613661133,2011010.2671987377,2007985.273031362,2004960.2788639867,2001935.284696611,1996947.8721126681,1991960.4595287251,1986973.0469447821,1981985.6343608391,1976998.2217768962,1972010.8091929532,1967023.3966090102,1962035.9840250672,1957048.5714411242,1952061.1588571812,1944266.9953583346,1936472.831859488,1928678.6683606417,1920884.5048617949,1913090.3413629483,1905296.1778641017,1897502.0143652554,1889707.8508664086,1881913.687367562,1874119.5238687154,1863466.441116614,1852813.358364513,1842160.2756124116,1831507.1928603102,1820854.110108209,1810201.0273561077,1799547.9446040064,1788894.861851905,1778241.7790998037,1767588.6963477023,1755168.2317561277,1742747.767164553,1730327.3025729784,1717906.8379814038,1705486.3733898292,1693065.9087982546,1680645.44420668,1668224.979615105,1655804.5150235305,1643384.0504319558
